City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
289,orchard homes,46.8633,-114.0484,38.08,17,0,1.54,US,1690159650
290,veinticinco de mayo,-35.4323,-60.1727,7.21,59,100,0.45,AR,1690159650
291,dankama,13.2978,7.7949,22.63,68,100,1.84,NG,1690159650
292,merizo village,13.2658,144.6691,29.65,87,100,6.7,GU,1690159650
293,desaguadero,-16.5656,-69.0417,6.99,48,9,1.48,PE,1690159650
294,berezovyy,51.6667,135.7,25.7,53,100,2.19,RU,1690159651
295,amahai,-3.3333,128.9167,26.11,80,51,6.64,ID,1690159651
296,chivilcoy,-34.8957,-60.0167,7.32,59,100,5.83,AR,1690159651
297,colonia,50.9333,6.95,19.42,85,0,2.06,DE,1690159651
298,kolonia town,6.964,158.206,30.0,79,100,2.06,FM,1690159651
299,santiago de cao,-7.9589,-79.2392,22.07,83,7,4.63,PE,1690159652
300,norderney,53.7,7.15,17.01,88,11,9.06,DE,1690159652
301,lakshmipur,22.95,90.8333,28.62,79,100,2.04,BD,1690159652
302,tynda,55.1667,124.7167,22.33,57,100,1.61,RU,1690159652
303,ironwood,46.4547,-90.171,22.45,56,0,3.09,US,1690159652
304,qamdo,31.1667,97.2333,6.6,89,100,0.4,CN,1690159479
305,narathiwat,6.3333,101.75,24.92,86,100,1.73,TH,1690159653
306,naze,28.3667,129.4833,28.51,81,36,4.12,JP,1690159653
307,baukau,51.5526,7.2042,18.52,87,98,2.24,DE,1690159653
308,stettler,52.3168,-112.7186,26.86,54,8,2.06,CA,1690159653
309,ta'izz,13.5,44.0,25.75,50,100,1.71,YE,1690159653
310,el aioun,34.5832,-2.5061,27.05,48,5,1.18,MA,1690159654
311,nyaungdon,17.0333,95.65,27.39,79,5,1.76,MM,1690159654
312,happy valley-goose bay,53.3168,-60.3315,20.17,88,75,4.63,CA,1690159654
313,tizapan el alto,20.1667,-103.0667,23.03,75,72,2.1,MX,1690159480
314,mana,5.6592,-53.7767,25.94,84,11,3.41,GF,1690159654
315,napanee,44.2501,-76.9494,23.02,78,90,3.07,CA,1690159426
316,tselinnoye,53.0833,85.6667,16.92,92,100,2.13,RU,1690159655
317,laizhou,37.1717,119.9214,29.68,65,0,0.81,CN,1690159655
318,chanika,-5.4167,38.0167,16.08,98,57,0.86,TZ,1690159655
319,katsuren-haebaru,26.3369,127.8719,31.21,66,40,3.09,JP,1690159655
320,bay harbor,30.1471,-85.6146,27.04,88,75,8.23,US,1690159655
321,kruisfontein,-34.0033,24.7314,9.94,78,98,6.44,ZA,1690159655
322,kremenki,54.885,37.1261,13.17,96,51,2.43,RU,1690159655
323,olinda,-8.0089,-34.8553,23.85,88,40,2.06,BR,1690159513
324,laibin,23.7,109.2667,29.02,74,91,2.59,CN,1690159656
325,kavalerovo,44.2661,135.0572,25.06,87,100,0.95,RU,1690159656
326,budennovsk,44.7839,44.1658,23.93,70,81,2.43,RU,1690159656
327,charters towers,-20.1,146.2667,16.21,33,14,9.09,AU,1690159656
328,kailua-kona,19.6406,-155.9956,28.11,88,17,1.34,US,1690159656
329,nouadhibou,20.931,-17.0347,22.99,78,16,7.2,MR,1690159656
330,nar'yan-mar,67.6713,53.087,14.93,90,100,2.34,RU,1690159657
331,nova aurora,-22.8667,-52.5667,20.12,61,2,3.14,BR,1690159657
332,alice springs,-23.7,133.8833,10.75,58,100,6.17,AU,1690159446
333,puerto maldonado,-12.6,-69.1833,24.29,63,8,0.54,PE,1690159599
334,prakhon chai,14.6059,103.1208,25.51,87,100,1.47,TH,1690159657
335,chiredzi,-21.05,31.6667,15.32,62,3,1.45,ZW,1690159657
336,utrik,11.2278,169.8474,28.61,78,97,8.4,MH,1690159658
337,adoru,6.9766,7.1627,22.97,99,100,2.24,NG,1690159658
338,novyy urengoy,66.0833,76.6333,21.49,62,30,1.67,RU,1690159658
339,kodinsk,58.6881,99.1844,23.62,59,58,0.89,RU,1690159658
340,qaqortoq,60.7167,-46.0333,8.08,90,28,2.04,GL,1690159658
341,launceston,-41.45,147.1667,12.67,94,100,6.17,AU,1690159522
342,jolo,6.05,121.0167,28.15,77,98,3.24,PH,1690159658
343,vilyuchinsk,52.9306,158.4028,24.15,67,22,6.16,RU,1690159423
344,yung shue wan,22.2333,114.1167,32.41,80,95,1.65,HK,1690159659
345,lyubinskiy,55.1542,72.6925,16.82,93,6,2.79,RU,1690159659
346,pizarro,4.9533,-77.366,27.19,88,11,2.01,CO,1690159659
347,weno,7.4515,151.8468,28.11,77,100,4.46,FM,1690159659
348,udaipur,24.5712,73.6918,25.5,92,60,1.15,IN,1690159386
349,ancud,-41.8697,-73.8203,4.11,84,100,3.81,CL,1690159659
350,kirkwood,38.5834,-90.4068,30.82,61,100,4.63,US,1690159660
351,oamaru,-45.0784,170.9801,10.77,97,99,2.46,NZ,1690159660
352,akureyri,65.6835,-18.0878,10.96,87,100,0.0,IS,1690159660
353,raja,8.4596,25.678,21.95,83,86,1.15,SS,1690159660
354,mount gambier,-37.8333,140.7667,13.35,71,94,2.72,AU,1690159660
355,talcahuano,-36.7167,-73.1167,7.82,93,19,1.03,CL,1690159660
356,inebolu,41.9747,33.7608,21.34,79,0,2.76,TR,1690159661
357,barra de santo antonio,-9.4047,-35.5072,22.6,83,46,4.83,BR,1690159661
358,dwarka,22.2394,68.9678,27.23,86,100,3.57,IN,1690159661
359,island harbour,50.724,-1.2758,16.63,91,75,1.34,GB,1690159661
360,shakawe,-18.3667,21.85,13.17,33,36,2.5,BW,1690159661
361,fortuna,40.5982,-124.1573,19.25,77,20,7.2,US,1690159399
362,east london,-33.0153,27.9116,14.36,68,99,7.58,ZA,1690159661
363,hangu,39.2489,117.7892,30.02,66,0,3.31,CN,1690159662
364,floro,61.5996,5.0328,15.04,88,100,0.0,NO,1690159662
365,luderitz,-26.6481,15.1594,13.54,55,100,6.71,NA,1690159662
366,businga,3.3333,20.8833,21.22,99,17,0.95,CD,1690159662
367,toliara,-23.35,43.6667,17.88,91,4,2.4,MG,1690159444
368,sinegorskiy,48.0139,40.8447,18.64,89,100,1.95,RU,1690159662
369,al jawf,29.5,38.75,27.9,29,0,3.4,SA,1690159662
370,malango,-2.9627,119.9001,22.6,82,97,0.75,ID,1690159662
371,tobol,52.6844,62.5794,17.08,66,87,1.77,KZ,1690159663
372,kupang,-10.1667,123.5833,27.32,61,20,10.29,ID,1690159463
373,brandon,27.9378,-82.2859,28.92,84,0,2.06,US,1690159611
374,fisterra,42.9049,-9.2629,17.64,80,100,4.6,ES,1690159663
375,sisimiut,66.9395,-53.6735,5.95,93,100,1.08,GL,1690159663
376,sinop,41.7711,34.8709,18.76,79,36,1.86,TR,1690159475
377,bukama,-9.2,25.85,21.37,45,0,1.53,CD,1690159664
378,aykhal,66.0,111.5,22.93,55,100,8.45,RU,1690159494
379,feijo,-8.1642,-70.3536,24.79,54,2,0.2,BR,1690159664
380,mwene-ditu,-7.0,23.45,20.13,46,4,1.53,CD,1690159664
381,luau,-10.7073,22.2247,16.01,42,0,1.76,AO,1690159664
382,pecos,31.4229,-103.4932,39.05,14,0,2.57,US,1690159664
383,kovdor,67.5662,30.4758,7.83,94,100,1.79,RU,1690159665
384,laojunmiao,39.8333,97.7333,24.64,21,2,0.64,CN,1690159665
385,punta arenas,-53.15,-70.9167,-1.53,83,9,2.6,CL,1690159390
386,zeya,53.75,127.2667,28.43,34,100,2.01,RU,1690159665
387,mont-laurier,46.5501,-75.4993,22.79,72,0,1.35,CA,1690159665
388,fort mcmurray,56.7268,-111.381,25.73,53,0,2.57,CA,1690159665
389,freetown,8.484,-13.2299,25.84,83,40,3.6,SL,1690159665
390,roman,46.9167,26.9167,18.38,80,3,1.35,RO,1690159665
391,malanje,-9.5402,16.341,18.27,33,8,1.38,AO,1690159666
392,lorengau,-2.0226,147.2712,28.7,72,94,2.61,PG,1690159666
393,tata,24.7475,67.9235,28.27,82,100,3.25,PK,1690159666
394,kapa'a,22.0752,-159.319,29.18,81,75,7.72,US,1690159666
395,nuriootpa,-34.4833,139.0,12.09,64,100,2.56,AU,1690159666
396,pithoro,25.5167,69.3833,28.92,74,100,2.48,PK,1690159666
397,awjilah,29.1081,21.2869,31.29,25,0,3.98,LY,1690159666
398,bataipora,-22.2953,-53.2711,20.48,59,0,2.17,BR,1690159667
399,la mira,18.035,-102.3266,29.18,73,75,2.08,MX,1690159667
400,newman,37.3138,-121.0208,41.19,10,91,4.75,US,1690159667
401,ciudad constitucion,25.0369,-111.6644,31.07,41,7,8.24,MX,1690159667
402,katsuura,35.1333,140.3,27.33,66,16,3.02,JP,1690159667
403,port douglas,-16.4833,145.4667,21.55,65,73,3.64,AU,1690159667
404,kimbe,-5.5502,150.1429,30.14,61,25,5.2,PG,1690159667
405,doka,13.5167,35.7667,24.61,80,97,3.73,SD,1690159668
406,chissamba,-12.1667,17.3333,14.27,41,28,1.36,AO,1690159668
407,novoishimskiy,53.1981,66.7694,15.12,80,14,2.24,KZ,1690159668
408,dudinka,69.4058,86.1778,14.79,67,100,4.13,RU,1690159668
409,al mijlad,11.0333,27.7333,28.14,50,48,2.97,SD,1690159668
410,diplo,24.4667,69.584,28.07,86,100,1.34,PK,1690159668
411,puerto lleras,3.0223,-73.4044,23.13,87,97,1.06,CO,1690159668
412,kamianske,48.5113,34.6021,14.56,82,0,2.72,UA,1690159669
413,kudahuvadhoo,2.6708,72.8944,28.36,75,46,4.33,MV,1690159669
414,lubango,-14.9172,13.4925,14.92,55,9,3.09,AO,1690159648
415,vilyuysk,63.7553,121.6247,27.46,44,11,3.54,RU,1690159669
416,sawa sawa,-4.4717,39.4846,23.28,87,28,5.58,KE,1690159669
417,dakhla,23.6848,-15.958,20.08,90,92,10.65,EH,1690159669
418,praia da vitoria,38.7333,-27.0667,22.14,88,40,4.69,PT,1690159669
419,bonanza,14.0289,-84.591,23.72,94,6,1.17,NI,1690159670
420,lerwick,60.1545,-1.1494,10.0,86,100,7.93,GB,1690159670
421,roshchino,60.2519,29.6085,13.37,83,89,4.05,RU,1690159670
422,regina,50.4501,-104.6178,28.99,42,20,4.63,CA,1690159393
423,sault ste. marie,46.5168,-84.3333,23.31,74,40,2.57,CA,1690159398
424,prado,-17.3411,-39.2208,21.69,88,28,3.74,BR,1690159670
425,achinsk,56.2694,90.4993,16.62,83,100,3.05,RU,1690159670
426,nuuk,64.1835,-51.7216,11.34,82,4,3.6,GL,1690159670
427,ostiglia,45.0712,11.1374,23.86,84,6,2.57,IT,1690159671
428,hilo,19.7297,-155.09,27.85,82,100,4.12,US,1690159671
429,san juan,-31.5375,-68.5364,11.4,49,3,1.5,AR,1690159558
430,prince rupert,54.3161,-130.3201,18.05,75,75,3.09,CA,1690159462
431,nizwa,22.9333,57.5333,30.76,58,100,0.54,OM,1690159671
432,bunia,1.5667,30.25,18.79,77,57,1.31,CD,1690159671
433,shelburne,44.0787,-80.2041,18.75,84,91,3.68,CA,1690159671
434,abadeh,31.1608,52.6506,24.15,20,70,1.91,IR,1690159671
435,arkalyk,50.2486,66.9114,18.85,64,72,2.73,KZ,1690159672
436,opuwo,-18.0607,13.84,16.76,37,20,1.3,NA,1690159672
437,kargasok,59.0556,80.8572,19.61,67,99,1.83,RU,1690159672
438,peymeinade,43.6333,6.8833,24.91,66,0,1.03,FR,1690159672
439,abepura,-2.6333,140.5833,25.45,83,20,1.54,ID,1690159432
440,remire-montjoly,4.9167,-52.2667,25.02,94,0,1.03,GF,1690159672
441,trumann,35.6737,-90.5073,30.06,65,0,2.91,US,1690159672
442,wynyard,-41.0,145.7167,12.45,78,100,4.66,AU,1690159673
443,glasgow,55.8652,-4.2576,10.67,92,20,1.54,GB,1690159406
444,laguna,38.421,-121.4238,38.16,26,0,6.17,US,1690159673
445,zheleznogorsk,52.331,35.3711,11.19,89,67,2.28,RU,1690159673
446,neyriz,29.1988,54.3278,26.54,42,35,1.01,IR,1690159673
447,tirumullaivasal,11.2333,79.8333,26.78,74,99,6.21,IN,1690159673
448,lagunillas,10.1301,-71.2595,28.54,73,100,4.58,VE,1690159673
449,tumut,-35.3,148.2167,11.78,59,0,1.32,AU,1690159673
450,sitka,57.0531,-135.33,14.94,82,100,1.54,US,1690159540
451,kalifornsky,60.4183,-151.29,18.19,68,0,6.17,US,1690159674
452,westport,41.1415,-73.3579,26.87,69,0,3.13,US,1690159391
453,rio grande,-32.035,-52.0986,16.06,74,100,4.42,BR,1690159674
454,las vegas,36.175,-115.1372,44.38,15,0,8.94,US,1690159674
455,mananjary,-21.2167,48.3333,18.24,92,10,1.38,MG,1690159674
456,quepos,9.4236,-84.1652,26.15,83,100,2.09,CR,1690159674
457,choibalsan,48.0667,114.5,21.46,51,24,0.93,MN,1690159675
458,leua,48.2156,18.6071,17.73,83,75,2.14,SK,1690159675
459,galliano,29.4422,-90.2992,30.0,84,0,1.54,US,1690159675
460,sayat,38.7839,63.8803,29.93,15,0,6.71,TM,1690159675
461,sengkang,-4.1279,120.0297,27.61,65,89,3.74,ID,1690159675
462,melekeok village,7.4957,134.6367,30.31,79,75,4.12,PW,1690159675
463,vernon,50.2581,-119.2691,37.18,16,9,0.51,CA,1690159675
464,sao raimundo das mangabeiras,-7.0219,-45.4811,23.09,35,9,1.77,BR,1690159675
465,amos,48.5669,-78.1162,18.58,70,95,1.93,CA,1690159659
466,pula,44.8683,13.8481,22.31,88,0,2.57,HR,1690159676
467,jurm,36.8648,70.8342,20.71,42,0,0.39,AF,1690159676
468,andalgala,-27.5819,-66.3165,9.96,57,70,1.07,AR,1690159676
469,barrouallie,13.2333,-61.2667,26.79,78,40,8.75,VC,1690159676
470,cabo san lucas,22.8909,-109.9124,31.7,83,100,4.63,MX,1690159475
471,rongelap,11.1635,166.8941,28.81,69,68,6.76,MH,1690159676
472,lebyazh'ye,55.2689,66.4947,13.95,90,35,3.57,RU,1690159676
473,macusani,-14.0833,-70.4333,4.69,41,93,2.8,PE,1690159677
474,massenya,11.4039,16.1705,25.6,75,42,2.84,TD,1690159677
475,alesund,62.4723,6.1549,14.63,88,20,8.23,NO,1690159677
476,skovorodino,53.9833,123.9167,24.25,49,100,2.26,RU,1690159677
477,troitsk,54.0979,61.5773,16.12,69,100,2.24,RU,1690159677
478,bafq,31.6128,55.4107,29.33,15,17,1.45,IR,1690159677
479,bada,51.392,109.8717,18.7,65,94,0.75,RU,1690159677
480,sechura,-5.5569,-80.8222,22.75,73,0,7.71,PE,1690159677
481,ingeniero jacobacci,-41.3427,-69.5448,0.6,78,100,5.39,AR,1690159678
482,markala,13.7021,-6.0659,28.65,56,35,2.76,ML,1690159678
483,cosamaloapan,18.3667,-95.8,25.74,90,73,1.04,MX,1690159678
484,arpacay,40.8487,43.3291,16.8,88,13,2.58,TR,1690159678
485,walvis bay,-22.9575,14.5053,11.16,93,15,4.63,NA,1690159678
486,chimoio,-19.1164,33.4833,14.97,87,0,1.36,MZ,1690159678
487,yelizovo,53.1873,158.3805,24.08,46,20,6.0,RU,1690159678
488,manaure,11.7751,-72.4445,27.75,77,100,8.28,CO,1690159679
489,benguela,-12.5763,13.4055,19.33,87,70,0.51,AO,1690159679
490,verkhnevilyuysk,63.4453,120.3167,27.36,46,9,2.74,RU,1690159679
491,kone,-21.0595,164.8658,23.48,43,81,1.62,NC,1690159679
492,puerto la cruz,10.2167,-64.6167,25.95,86,89,5.88,VE,1690159679
493,ocean city,39.2776,-74.5746,27.1,74,9,1.34,US,1690159679
494,gurupi,-11.7292,-49.0686,24.18,35,0,2.51,BR,1690159506
495,benjamin hill,30.1667,-111.1,37.41,24,17,2.24,MX,1690159680
496,deoria,26.5047,83.7872,30.54,67,100,3.4,IN,1690159680
497,solleftea,63.1667,17.2667,11.92,91,100,1.48,SE,1690159680
498,fallon,39.4735,-118.7774,37.93,10,0,3.6,US,1690159678
499,philipsburg,18.026,-63.0458,29.39,74,20,4.12,SX,1690159680
500,kasongo,-4.45,26.6667,23.35,47,17,1.38,CD,1690159680
501,los zacatones,22.95,-102.05,23.8,37,100,4.92,MX,1690159680
502,chinautla,14.7083,-90.4994,21.59,84,40,2.06,GT,1690159681
503,seminole,28.7086,-81.2081,27.45,83,0,2.06,US,1690159681
504,zhezqazghan,47.7833,67.7667,20.32,40,0,5.0,KZ,1690159681
505,el bauga,18.262,33.9081,31.57,11,39,4.16,SD,1690159681
506,kirakira,-10.4544,161.9205,26.23,87,100,3.95,SB,1690159681
507,chibougamau,49.9168,-74.3659,22.79,43,0,1.63,CA,1690159681
508,oriximina,-1.7656,-55.8661,27.71,52,68,1.49,BR,1690159681
509,fort irwin,35.2627,-116.6848,37.9,19,20,8.75,US,1690159682
510,port saint john's,-31.6229,29.5448,16.05,70,100,7.2,ZA,1690159682
511,maintirano,-18.0667,44.0167,22.34,85,94,4.39,MG,1690159682
512,bubaque,11.2833,-15.8333,27.05,82,100,4.32,GW,1690159508
513,smithers,54.7804,-127.1743,17.18,55,100,2.57,CA,1690159683
514,esil,51.9556,66.4042,17.25,70,53,1.27,KZ,1690159683
515,khandyga,62.6667,135.6,25.25,48,11,0.61,RU,1690159683
516,sterling,39.0062,-77.4286,28.0,65,20,3.13,US,1690159411
517,kashima,33.1061,130.0906,32.08,61,42,2.81,JP,1690159684
518,sopela,43.3789,-2.9831,19.34,83,100,1.54,ES,1690159684
519,springs,-26.25,28.4,11.38,86,100,3.81,ZA,1690159684
520,darwin,-12.4611,130.8418,19.99,26,0,8.75,AU,1690159503
521,peace river,56.2501,-117.286,24.17,38,100,2.57,CA,1690159643
522,es castell,39.8795,4.2854,26.38,100,0,2.57,ES,1690159685
523,galesong,-5.3166,119.3661,26.01,66,19,2.02,ID,1690159685
524,banda aceh,5.5577,95.3222,28.22,65,42,5.85,ID,1690159685
525,upington,-28.4478,21.2561,6.21,42,0,2.06,ZA,1690159685
526,lata,40.1629,-8.3327,15.48,99,63,0.91,PT,1690159685
527,tashtyp,52.7939,89.8983,15.57,90,25,2.12,RU,1690159686
528,ampanihy,-24.7,44.75,15.93,95,0,2.24,MG,1690159686
529,khorramshahr,30.4397,48.1664,30.98,16,0,2.06,IR,1690159686
530,vuktyl,63.8567,57.3094,14.34,81,13,2.67,RU,1690159686
531,velizh,55.6056,31.1967,11.52,97,100,2.47,RU,1690159686
532,la passe,45.5549,-0.8967,20.13,90,100,5.11,FR,1690159493
533,ashtabula,41.7001,-80.7665,23.31,78,75,0.0,US,1690159687
534,bossangoa,6.4926,17.4552,20.89,98,98,1.52,CF,1690159687
535,leshan,29.5623,103.7639,26.03,89,100,2.02,CN,1690159687
536,raduzhny,62.0961,77.475,20.37,58,85,0.67,RU,1690159687
537,puerto deseado,-47.7503,-65.8938,0.74,75,27,3.62,AR,1690159688
538,longford,53.7333,-7.8,9.41,95,5,2.45,IE,1690159688
539,quimili,-27.6333,-62.4167,14.71,47,40,5.42,AR,1690159688
540,makungu,-8.7333,35.2833,13.37,98,75,1.01,TZ,1690159688
541,comendador,18.8775,-71.7028,25.01,78,100,0.29,DO,1690159689
542,buurhakaba,2.8026,44.0781,22.0,87,100,6.09,SO,1690159689
543,augusto correa,-1.0217,-46.635,24.37,87,10,1.38,BR,1690159689
544,tuy hoa,13.0833,109.3,26.94,80,84,3.55,VN,1690159689
545,florence,43.7667,11.25,25.85,64,0,0.89,IT,1690159689
546,ghanzi,-21.5667,21.7833,15.71,34,30,3.85,BW,1690159690
547,wotje,9.4543,170.2367,28.51,79,20,8.48,MH,1690159690
548,gremyachevo,54.7503,38.5869,11.01,94,9,3.4,RU,1690159690
549,kayangel,8.0823,134.7173,28.58,76,100,7.1,PW,1690159690
550,georgiyevka,43.0369,74.7114,20.02,52,0,1.0,KZ,1690159690
551,assab,13.0092,42.7394,33.7,58,100,4.37,ER,1690159691
552,dawei,14.0833,98.2,24.65,94,99,1.91,MM,1690159691
553,san andres,12.5847,-81.7006,29.01,79,20,6.17,CO,1690159691
554,abqaiq,25.9371,49.6776,32.82,14,19,3.09,SA,1690159691
555,kuchaiburi,22.2667,86.1667,25.95,89,83,1.55,IN,1690159691
556,susanville,40.4163,-120.653,33.28,17,0,4.12,US,1690159691
557,nurmes,63.5421,29.1397,10.61,98,100,1.63,FI,1690159692
558,sogod,10.3847,124.9814,28.37,86,100,4.91,PH,1690159692
559,devonport,-41.1667,146.35,12.83,94,95,5.64,AU,1690159692
560,nadi,-17.8,177.4167,26.0,65,75,2.06,FJ,1690159692
561,kansanshi,-12.0951,26.4273,12.36,65,0,1.65,ZM,1690159692
562,mokhotlong,-29.2894,29.0675,4.74,58,11,2.11,LS,1690159693
563,arkhangel'sk,64.5401,40.5433,10.4,94,100,2.12,RU,1690159693
564,gochsheim,50.0167,10.2833,17.47,81,79,2.21,DE,1690159693
565,sahibganj,25.25,87.65,29.66,75,100,1.95,IN,1690159693
566,al kharijah,25.4514,30.5464,30.34,22,49,2.99,EG,1690159693
567,sinjai,-5.1241,120.253,26.37,77,97,2.6,ID,1690159693
568,marsh harbour,26.5412,-77.0636,30.22,71,98,1.45,BS,1690159694
569,copperas cove,31.1241,-97.9031,36.83,25,0,5.14,US,1690159694
570,forshaga,59.5254,13.4813,8.29,100,88,1.54,SE,1690159694
571,nampula,-15.1165,39.2666,13.88,96,0,1.48,MZ,1690159524
572,turpan,42.9333,89.1667,36.4,17,97,2.79,CN,1690159694
573,nerchinsk,51.9833,116.5833,20.2,71,85,1.38,RU,1690159695
574,kindu,-2.95,25.95,23.89,46,26,0.7,CD,1690159695
575,moanda,-1.5575,13.2178,23.51,79,91,1.25,GA,1690159695
576,strezhevoy,60.7333,77.5889,20.18,60,45,1.63,RU,1690159695
577,plettenberg bay,-34.0527,23.3716,10.04,84,64,4.53,ZA,1690159695
578,kurmuk,10.55,34.2833,21.35,90,100,1.94,SD,1690159696
579,yaren,-0.5472,166.916,28.66,72,12,1.73,NR,1690159696
580,old town,50.087,14.4202,21.5,51,0,3.6,CZ,1690159696
